gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0001926,2024-10-22,9999,Misc Expense,Operations,CC100,Acosta LLC,-19155.53,CR,SaaS US,AWS hosting
GL0001927,2024-10-06,6200,R&D,Finance,CC300,Jones-Thomas,-14416.49,CR,saas us,Google Ads
GL0001928,2024-10-16,6100,S&M,Sales,CC200,"Barnes, Wilson and Perkins",-15801.97,CR,SaaS HoldCo,Software tools
GL0001929,2024-10-21,,cost of service,Operations,CC400,Richards-Soto,14893.99,DR,SaaS US,Software tools
GL0001930,2024-10-21,6300,G&A,Operations,CC300,Dean-Daniel,11706.83,DR,saas us,Contractor costs
GL0001931,2024-10-25,9999,Misc Expense,,CC400,Martinez Ltd,7012.15,dr,SaaS US,Google Ads
GL0001932,2024-10-24,6200,Research and Development,Engineering,,Lawrence and Sons,1332.95,dr,SaaS US,Payroll
GL0001933,2024-10-01,6300,General and Administrative,Marketing,CC200,Hamilton Inc,19265.69,DR,SaaS HoldCo,Contractor costs
GL0001934,2024-10-12,6100,sales & marketing,Finance,CC100,"Flowers, Hunter and Holland",8742.07,DR,SaaS Canada,Contractor costs
GL0001935,2024-10-07,6300,G&A,,,"Rhodes, Crawford and Gomez",24068.83,DR,saas us,
GL0001936,2024-10-14,6100,S&M,,CC200,,-10976.36,CR,SaaS Canada,Software tools
GL0001937,2024-10-26,9999,Misc Expense,,,Mcmahon PLC,-6485.73,CR,saas us,AWS hosting
GL0001938,2024-10-25,6200,Research and Development,Operations,,"Ramsey, Baker and Rice",-5369.94,CR,saas us,AWS hosting
GL0001939,2024-10-26,6100,S&M,,CC400,Garza Inc,8793.61,DR,SaaS US,Reclass
GL0001940,2024-10-15,1010,Cash,Marketing,CC200,"Foley, Chambers and Diaz",12925.33,DR,SaaS Canada,AWS hosting
GL0001941,2024-10-20,9999,Misc Expense,Engineering,,"Wilson, Dean and Bennett",-9978.52,CR,saas us,
GL0001942,2024-10-04,6200,R&D,Sales,,Carter Ltd,8901.31,DR,SaaS HoldCo,Google Ads
GL0001943,2024-10-03,6200,R&D,Marketing,,"Smith, Mendez and Perez",-23782.02,CR,saas us,AWS hosting
GL0001944,2024-10-07,6300,G&A,Operations,CC300,Lopez-Pratt,21611.97,DR,saas us,AWS hosting
GL0001945,2024-10-04,6200,R&D,Sales,CC200,Ross Ltd,-20585.57,CR,SaaS Canada,Contractor costs
GL0001946,2024-10-14,6300,General and Administrative,Marketing,CC200,Singleton-Powers,2827.68,dr,SaaS Canada,Refund
GL0001947,2024-10-06,6200,R&D,,CC300,Pena and Sons,14262.8,DR,saas us,Contractor costs
GL0001948,2024-10-15,6300,General and Administrative,Engineering,CC100,"Thomas, Cook and Moreno",8343.1,dr,SaaS HoldCo,Refund
GL0001949,2024-10-27,5000,cost of service,Marketing,CC400,Hurst Inc,-7442.82,CR,saas us,Payroll
GL0001950,2024-10-27,6300,G&A,Finance,CC100,Aguirre-Hutchinson,3105.65,DR,SaaS Canada,Payroll
GL0001951,2024-10-23,6100,Sales and Marketing,Marketing,CC100,Ross-Jones,19866.6,DR,SaaS HoldCo,
GL0001952,2024-10-15,1010,Cash,,CC400,"Brown, Barajas and Cowan",10570.37,DR,SaaS US,Software tools
GL0001953,2024-10-27,9999,Misc Expense,,,Doyle-Garrison,4231.08,DR,SaaS HoldCo,Refund
GL0001954,2024-10-17,6200,R&D,,CC300,Baker and Sons,20939.11,DR,SaaS HoldCo,Google Ads
GL0001955,2024-10-11,6300,General and Administrative,Engineering,CC200,,5412.8,DR,SaaS Canada,Contractor costs
GL0001956,2024-10-26,5000,Cost of Service,Operations,CC200,Ellis Ltd,-23996.42,cr,SaaS US,AWS hosting
GL0001957,2024-10-27,6200,Research and Development,Finance,CC300,"Li, Buchanan and Hall",8113.05,,SaaS Canada,AWS hosting
GL0001958,2024-10-07,5000,Cost of Service,,CC200,Kim-Harris,2127.91,DR,SaaS HoldCo,AWS hosting
GL0001959,2024-10-04,6100,sales & marketing,,CC400,"Carrillo, Erickson and Woodward",12504.53,DR,SaaS HoldCo,Payroll
GL0001960,2024-10-04,6200,Research and Development,Marketing,,Foster-White,8586.57,DR,SaaS US,AWS hosting
GL0001961,2024-10-17,6100,Sales and Marketing,,CC100,Thomas Inc,24156.97,DR,SaaS Canada,AWS hosting
GL0001962,2024-10-09,6200,Research and Development,Sales,,Jenkins Inc,23519.67,DR,SaaS US,
GL0001963,2024-10-20,9999,Misc Expense,Marketing,CC100,Oliver-Anderson,-10408.46,CR,SaaS Canada,Refund
GL0001964,2024-10-14,6300,G&A,,,Carter-Willis,7406.85,DR,SaaS HoldCo,Reclass
GL0001965,2024-10-01,6300,G&A,,CC300,"Smith, White and Miller",-16682.64,CR,saas us,AWS hosting
GL0001966,2024-10-14,9999,Misc Expense,Sales,CC300,"Hamilton, Mann and Nichols",5417.53,DR,saas us,Google Ads
GL0001967,2024-10-01,5000,Cost of Service,Engineering,CC400,King-Thompson,-6727.59,CR,SaaS Canada,Software tools
GL0001968,2024-10-07,,G&A,,,"Newman, Anderson and Peterson",-18539.08,CR,SaaS Canada,Reclass
GL0001969,2024-10-25,6100,Sales and Marketing,,CC300,"Rose, Roberts and Chambers",15900.66,,SaaS Canada,Reclass
GL0001970,2024-10-04,6100,sales & marketing,Operations,CC400,Patrick Inc,10315.65,DR,saas us,Contractor costs
GL0001971,2024-10-04,6100,sales & marketing,Operations,,"Proctor, Kim and King",22763.42,DR,SaaS Canada,Google Ads
GL0001972,2024-10-21,1010,Cash,Sales,CC200,Braun-Rivera,7493.38,dr,SaaS Canada,
GL0001973,2024-10-27,9999,Misc Expense,Sales,CC400,"Cole, Edwards and Little",16683.88,dr,saas us,Google Ads
GL0001974,2024-10-13,6100,S&M,Sales,,Benjamin-Carlson,11254.53,DR,SaaS Canada,
GL0001975,2024-10-14,6100,Sales and Marketing,Operations,,Ford Group,-6486.86,CR,SaaS HoldCo,
GL0001976,2024-10-18,6100,S&M,,CC100,"Garza, Myers and Walton",-14239.66,CR,SaaS US,AWS hosting
GL0001977,2024-10-25,9999,Misc Expense,Operations,CC300,"Smith, Duncan and Harris",20343.96,DR,SaaS Canada,Google Ads
GL0001978,2024-10-11,5000,cost of service,,CC100,"Torres, Carroll and Sharp",12354.1,DR,SaaS HoldCo,Refund
GL0001979,2024-10-12,6200,Research and Development,Marketing,,Hall-Miller,-14279.11,CR,saas us,
GL0001980,2024-10-18,9999,Misc Expense,Marketing,,Williams-Murphy,1078.5,DR,SaaS US,Software tools
GL0001981,2024-11-08,1010,Cash,Engineering,CC300,"Allen, Washington and Williams",5379.18,DR,SaaS Canada,Contractor costs
GL0001982,2024-11-07,6200,R&D,,CC200,Mahoney Ltd,-15971.71,DR,SaaS HoldCo,Reclass
GL0001983,2024-11-12,9999,Misc Expense,,CC400,Jones Inc,-23184.74,cr,SaaS HoldCo,AWS hosting
GL0001984,2024-11-11,6200,R&D,Marketing,CC100,Rivera Group,-17280.01,CR,SaaS Canada,Payroll
GL0001985,2024-11-20,1010,Cash,Finance,CC200,Collins-Evans,5055.63,DR,SaaS Canada,Payroll
GL0001986,2024-11-19,6200,Research and Development,Engineering,,Mcintosh-Eaton,20027.45,DR,SaaS Canada,Reclass
GL0001987,2024-11-23,6200,Research and Development,Operations,CC100,"Harris, Perez and Bowen",18284.49,DR,SaaS Canada,AWS hosting
GL0001988,2024-11-05,6300,General and Administrative,,CC400,Love Ltd,15506.58,DR,SaaS Canada,
GL0001989,2024-11-14,9999,Misc Expense,,CC100,"Smith, Figueroa and White",-12627.69,cr,saas us,
GL0001990,2024-11-08,6100,Sales and Marketing,Operations,CC400,Nguyen-Roberts,11057.19,DR,SaaS HoldCo,Google Ads
GL0001991,2024-11-27,6100,sales & marketing,Operations,CC100,Moss-Anderson,-23897.19,CR,SaaS HoldCo,Reclass
GL0001992,2024-11-05,6200,Research and Development,Operations,CC300,Jones-Atkinson,-16819.17,cr,SaaS Canada,Google Ads
GL0001993,2024-11-23,6100,S&M,Marketing,,Bailey-Brown,-20520.87,CR,SaaS HoldCo,Software tools
GL0001994,2024-11-08,6300,G&A,,CC100,Miller PLC,-8491.13,CR,SaaS Canada,AWS hosting
GL0001995,2024-11-19,6300,G&A,,CC200,,-21585.02,cr,saas us,Contractor costs
GL0001996,2024-11-17,6100,sales & marketing,Finance,,Rangel Group,11909.81,dr,SaaS Canada,Software tools
GL0001997,2024-11-17,5000,Cost of Service,,CC400,Savage-Clark,-23964.85,cr,SaaS US,Google Ads
GL0001998,2024-11-20,5000,cost of service,Finance,,"Gray, Coleman and Thompson",13505.9,,saas us,Google Ads
GL0001999,2024-11-20,6100,Sales and Marketing,Finance,CC100,Kaufman-Taylor,24500.34,DR,saas us,AWS hosting
GL0002000,2024-11-12,,cost of service,Finance,CC100,Riley LLC,20650.34,DR,SaaS Canada,
GL0002001,2024-11-25,6300,G&A,,CC200,Chapman and Sons,7021.97,DR,SaaS HoldCo,Refund
GL0002002,2024-11-25,6100,Sales and Marketing,,CC400,"Davis, Ford and Taylor",-8987.36,cr,SaaS Canada,
GL0002003,2024-11-08,6100,sales & marketing,,,"Butler, Miller and Sampson",-10540.93,CR,SaaS HoldCo,Software tools
GL0002004,2024-11-11,6100,S&M,Sales,,"Hanson, Lucas and Wilson",22811.02,DR,SaaS US,Reclass
GL0002005,2024-11-10,6200,R&D,Engineering,,"Escobar, Greer and Austin",-7899.65,CR,saas us,
GL0002006,2024-11-07,5000,Cost of Service,,CC400,"Clay, Mitchell and Perry",19918.18,DR,SaaS Canada,Google Ads
GL0002007,2024-11-06,9999,Misc Expense,Engineering,,Frank-Hunter,19072.89,DR,SaaS HoldCo,Refund
GL0002008,2024-11-08,5000,Cost of Service,,CC100,Wang-Becker,3368.8,DR,SaaS Canada,Payroll
GL0002009,2024-11-24,6100,S&M,Engineering,,Walker-Richardson,7429.5,DR,SaaS US,Refund
GL0002010,2024-11-11,6200,Research and Development,Finance,CC100,"Santiago, Griffin and Jones",-14996.5,CR,SaaS US,AWS hosting
GL0002011,2024-11-11,1010,Cash,,,"Roberson, Powell and Martin",17183.82,dr,saas us,Refund
GL0002012,2024-11-09,1010,Cash,,CC300,Mcclure-Meyer,-11156.2,CR,SaaS US,Refund
GL0002013,2024-11-25,6300,G&A,Sales,CC100,Gonzalez-Santiago,4527.18,dr,SaaS HoldCo,Contractor costs
GL0002014,2024-11-10,6200,R&D,,CC100,"Lindsey, Horne and Walker",-9691.92,cr,SaaS US,Software tools
GL0002015,2024-11-11,6100,sales & marketing,Sales,CC200,"Smith, Small and Smith",18526.96,DR,saas us,Payroll
GL0002016,2024-11-20,6200,Research and Development,,CC400,Lutz Inc,3431.74,DR,SaaS Canada,Google Ads
GL0002017,2024-11-07,5000,cost of service,Finance,CC300,Haynes Ltd,-21486.17,cr,saas us,Google Ads
GL0002018,2024-11-23,6300,General and Administrative,Operations,,"Burnett, Newman and Campbell",15140.39,dr,SaaS US,Payroll
GL0002019,2024-11-07,6100,Sales and Marketing,,CC300,Lee and Sons,-11944.7,CR,SaaS US,
GL0002020,2024-11-27,6100,sales & marketing,Finance,,Pham-Day,3632.01,DR,saas us,Software tools
GL0002021,2024-11-15,9999,Misc Expense,,,Miller-Clark,13752.58,DR,SaaS HoldCo,
GL0002022,2024-11-09,6300,G&A,Finance,,Mercado and Sons,-15894.46,cr,SaaS Canada,Refund
GL0002023,2024-11-11,9999,Misc Expense,Sales,CC400,Clark-Liu,-8001.89,CR,SaaS US,Google Ads
GL0002024,2024-11-17,1010,Cash,,,Hall LLC,7274.34,DR,SaaS US,Refund
GL0002025,2024-11-11,6100,S&M,Finance,CC100,"Reid, Lee and Morgan",-6163.77,cr,saas us,Google Ads
GL0002026,2024-11-10,6200,R&D,Operations,CC100,"Williams, Herrera and Anderson",20884.12,DR,saas us,Software tools
GL0002027,2024-11-07,1010,Cash,Finance,CC400,Sims Group,16928.37,DR,SaaS Canada,Software tools
GL0002028,2024-11-22,6100,Sales and Marketing,,,White and Sons,-23880.49,cr,SaaS US,Software tools
GL0002029,2024-11-22,6100,sales & marketing,,CC400,"Johnson, Daniel and Reilly",22664.21,DR,saas us,Reclass
GL0002030,2024-11-16,6300,General and Administrative,,CC100,"Galloway, Bernard and Sanchez",-19541.39,,SaaS HoldCo,Contractor costs
GL0002031,2024-11-16,5000,Cost of Service,Operations,CC300,Griffith Ltd,10620.17,DR,SaaS HoldCo,Reclass
GL0002032,2024-11-07,6200,Research and Development,Operations,CC100,Lara-Payne,6802.78,DR,SaaS US,AWS hosting
GL0002033,2024-11-23,9999,Misc Expense,Sales,CC100,Moore-Nash,-24435.55,cr,SaaS US,Google Ads
GL0002034,2024-11-23,1010,Cash,,,Gray and Sons,5097.45,DR,saas us,Contractor costs
GL0002035,2024-11-17,5000,cost of service,,CC200,Green PLC,17639.75,dr,SaaS US,
GL0002036,2024-11-11,9999,Misc Expense,Engineering,,"Garrett, Olsen and Bailey",7223.79,dr,SaaS US,
GL0002037,2024-11-05,6200,Research and Development,Finance,CC100,"Davenport, Hopkins and Mitchell",-17024.84,CR,saas us,
GL0002038,2024-11-23,6200,R&D,,CC100,Gould and Sons,4406.54,DR,SaaS Canada,Refund
GL0002039,2024-11-21,5000,Cost of Service,,,Vega-Smith,-5083.69,DR,SaaS US,Contractor costs
GL0002040,2024-11-01,6100,S&M,,CC100,Thomas-Davis,-19811.65,CR,SaaS HoldCo,Reclass
GL0002041,2024-11-24,1010,Cash,Engineering,,Miller Inc,9570.15,dr,SaaS Canada,Google Ads
GL0002042,2024-11-08,6200,Research and Development,Operations,,,-12128.37,CR,saas us,
GL0002043,2024-11-14,5000,Cost of Service,,CC400,"Smith, Snow and Hicks",2211.1,DR,SaaS Canada,Refund
GL0002044,2024-11-25,5000,Cost of Service,,CC300,Yates and Sons,24931.29,DR,SaaS US,Reclass
GL0002045,2024-11-15,6200,R&D,Engineering,CC400,Ortiz Inc,12072.29,dr,SaaS Canada,Reclass
GL0002046,2024-11-12,5000,Cost of Service,Engineering,,Gray-Lee,11608.73,,SaaS US,Google Ads
GL0002047,2024-11-05,9999,Misc Expense,Sales,CC300,Schaefer-Moore,-12023.02,,saas us,Payroll
GL0002048,2024-11-18,6300,G&A,,CC200,Lang-Henderson,-11451.43,cr,SaaS US,Refund
GL0002049,2024-11-09,6300,General and Administrative,Marketing,CC300,Wilson-Johnson,7124.13,DR,SaaS US,AWS hosting
GL0002050,2024-11-20,6100,S&M,Operations,CC300,Yang-Smith,8688.43,DR,SaaS Canada,AWS hosting
GL0002051,2024-11-04,6200,Research and Development,Sales,,Middleton-Zavala,4493.49,DR,SaaS Canada,
GL0002052,2024-11-05,6100,S&M,Engineering,CC100,"Mccoy, Jones and Casey",16254.62,DR,SaaS US,Payroll
GL0002053,2024-11-23,6100,Sales and Marketing,,CC300,Warren PLC,-24765.91,CR,SaaS US,Reclass
GL0002054,2024-11-04,6100,S&M,,CC300,Hernandez LLC,4869.76,DR,saas us,Reclass
GL0002055,2024-11-09,6100,Sales and Marketing,Marketing,CC200,"Davis, Moss and Rodriguez",15043.03,DR,SaaS HoldCo,AWS hosting
GL0002056,2024-11-02,6200,R&D,,CC400,Moore Ltd,-8570.87,DR,SaaS HoldCo,
GL0002057,2024-11-10,6100,S&M,Operations,CC300,"James, Cherry and Gardner",22658.56,DR,SaaS HoldCo,
GL0002058,2024-11-04,5000,cost of service,Operations,CC200,Thompson-Jordan,18271.04,DR,SaaS HoldCo,Software tools
GL0002059,2024-11-04,6300,General and Administrative,,,"Johnson, Krause and Mcmahon",-15816.91,CR,SaaS HoldCo,Contractor costs
GL0002060,2024-11-17,6200,Research and Development,Finance,,Blankenship PLC,-19533.52,CR,SaaS Canada,
GL0002061,2024-11-08,6100,S&M,Engineering,CC400,"Miller, Zamora and Stewart",22840.25,DR,SaaS HoldCo,Contractor costs
GL0002062,2024-11-25,6100,sales & marketing,Engineering,CC200,"Ramirez, Brown and Thompson",3985.82,DR,saas us,Reclass
GL0002063,2024-11-23,6300,General and Administrative,Marketing,CC100,"Pruitt, Jordan and Castro",5064.73,DR,SaaS US,Payroll
GL0002064,2024-11-12,5000,Cost of Service,Engineering,CC400,Howard-Booker,-19900.17,cr,SaaS HoldCo,AWS hosting
GL0002065,2024-11-18,6200,Research and Development,Marketing,CC300,Davis LLC,18996.53,DR,saas us,Software tools
GL0002066,2024-11-14,6200,Research and Development,Engineering,,Wilcox LLC,11288.28,DR,SaaS US,Software tools
GL0002067,2024-11-09,6100,sales & marketing,Finance,CC400,"White, Smith and Black",9020.95,DR,SaaS HoldCo,AWS hosting
GL0002068,2024-11-17,6100,S&M,,CC400,Lucas Group,-3749.49,CR,SaaS Canada,Contractor costs
GL0002069,2024-11-05,1010,Cash,Marketing,,Cantu-Clements,-16163.09,cr,SaaS Canada,Contractor costs
GL0002070,2024-11-01,,General and Administrative,Engineering,CC100,Stephens and Sons,22836.49,DR,saas us,Software tools
GL0002071,2024-12-24,6200,R&D,Sales,,"Mckinney, Marquez and Howard",16113.98,DR,SaaS Canada,
GL0002072,2024-12-23,6300,General and Administrative,Sales,CC300,Smith LLC,7294.43,DR,SaaS US,Contractor costs
GL0002073,2024-12-03,6100,S&M,Marketing,CC200,Morris-Fernandez,-21398.54,CR,SaaS HoldCo,Software tools
GL0002074,2024-12-18,6300,General and Administrative,,CC100,"Hammond, Owens and Dominguez",-2468.27,CR,SaaS Canada,Software tools
GL0002075,2024-12-27,6100,Sales and Marketing,,CC100,White Ltd,22476.25,DR,SaaS Canada,
GL0002076,2024-12-16,1010,Cash,Engineering,CC100,Mason-Rivera,-21713.62,CR,SaaS HoldCo,Software tools
GL0002077,2024-12-02,5000,cost of service,Finance,CC300,Chavez-Harris,16739.85,DR,SaaS US,Google Ads
GL0002078,2024-12-19,,Research and Development,Finance,CC300,"West, Ramirez and Crawford",6765.73,DR,SaaS US,
GL0002079,2024-12-02,6100,sales & marketing,,CC100,"Foster, Taylor and Mcdonald",6821.13,DR,saas us,Reclass
GL0002080,2024-12-06,6100,S&M,Finance,CC200,Barker-Phillips,-21288.07,CR,SaaS HoldCo,Reclass
GL0002081,2024-12-06,6200,Research and Development,Sales,CC100,"Hines, Wright and Ingram",15152.73,DR,SaaS HoldCo,Software tools
GL0002082,2024-12-20,6200,R&D,Marketing,CC400,Stone Inc,8004.73,DR,SaaS US,AWS hosting
GL0002083,2024-12-14,5000,Cost of Service,,,"Jordan, Rice and Suarez",-1857.65,CR,SaaS Canada,Reclass
GL0002084,2024-12-12,6100,S&M,Marketing,CC200,Campbell Inc,16839.3,DR,saas us,Contractor costs
GL0002085,2024-12-07,6300,G&A,,CC100,Bass-Stokes,9696.82,DR,SaaS US,Payroll
GL0002086,2024-12-12,6200,Research and Development,,CC300,Cole-Hendricks,14355.58,DR,SaaS Canada,Refund
GL0002087,2024-12-13,5000,Cost of Service,Sales,,Gill-Morris,-13531.1,CR,SaaS US,Refund
GL0002088,2024-12-22,1010,Cash,,,Garcia-Bryant,24800.34,DR,SaaS HoldCo,Google Ads
GL0002089,2024-12-13,1010,Cash,Finance,,Bailey-Henson,13915.25,DR,SaaS US,Refund
GL0002090,2024-12-10,6200,Research and Development,Finance,CC100,Porter-Wade,14072.94,DR,SaaS HoldCo,Payroll
GL0002091,2024-12-27,5000,Cost of Service,Marketing,CC200,Morales-Martin,7057.7,,SaaS HoldCo,Refund
GL0002092,2024-12-05,5000,cost of service,,CC100,White Inc,-24300.68,CR,SaaS HoldCo,Google Ads
GL0002093,2024-12-09,9999,Misc Expense,,CC200,"Parker, Williams and Wise",-16180.18,cr,SaaS US,Google Ads
GL0002094,2024-12-13,,S&M,Marketing,,Hansen-Horton,6124.46,DR,saas us,
GL0002095,2024-12-20,5000,Cost of Service,Sales,CC400,Scott-Grant,2267.34,DR,SaaS HoldCo,Refund
GL0002096,2024-12-09,6100,Sales and Marketing,Sales,,Johnson Ltd,-23786.79,CR,SaaS US,Contractor costs
GL0002097,2024-12-03,6300,G&A,Marketing,,Robinson Inc,24385.17,dr,SaaS HoldCo,Software tools
GL0002098,2024-12-07,6100,Sales and Marketing,Engineering,,Johnson-Campos,8829.01,DR,SaaS HoldCo,Google Ads
GL0002099,2024-12-19,9999,Misc Expense,Sales,CC200,Mcfarland Group,-18164.88,CR,SaaS Canada,Reclass
GL0002100,2024-12-15,6100,Sales and Marketing,Engineering,CC200,"Dougherty, Jenkins and Brown",14850.63,DR,SaaS US,Software tools
GL0002101,2024-12-15,5000,Cost of Service,Sales,,Johns-Richardson,-12574.63,CR,SaaS Canada,Reclass
GL0002102,2024-12-27,6200,Research and Development,,CC400,"Wilkinson, Craig and Holland",13038.28,DR,saas us,Reclass
GL0002103,2024-12-24,6300,G&A,,CC200,Phillips-Newman,5047.83,DR,SaaS Canada,Contractor costs
GL0002104,2024-12-16,6100,Sales and Marketing,Operations,CC400,Lucas PLC,19544.5,DR,SaaS Canada,Contractor costs
GL0002105,2024-12-20,6100,sales & marketing,,CC200,"Hernandez, Elliott and Bartlett",1484.7,,SaaS Canada,Software tools
GL0002106,2024-12-17,9999,Misc Expense,Engineering,CC300,Ponce-Carter,2484.33,DR,SaaS HoldCo,Software tools
GL0002107,2024-12-07,6300,General and Administrative,Operations,,Smith Inc,16359.78,DR,SaaS Canada,Payroll
GL0002108,2024-12-08,6200,R&D,Engineering,,Andrews LLC,-13009.61,cr,saas us,
GL0002109,2024-12-26,1010,Cash,Operations,CC200,Clay-Gomez,-12642.73,CR,SaaS Canada,Contractor costs
GL0002110,2024-12-05,5000,cost of service,,CC200,"Smith, Smith and Harmon",20894.89,DR,SaaS Canada,Software tools
GL0002111,2024-12-08,5000,Cost of Service,,CC200,Reed Inc,-13950.27,dr,SaaS HoldCo,Google Ads
GL0002112,2024-12-06,6300,General and Administrative,Marketing,,"Nichols, Knox and Campbell",11057.73,DR,saas us,Payroll
GL0002113,2024-12-06,9999,Misc Expense,Marketing,CC300,"Morton, Kennedy and Cunningham",15196.52,dr,SaaS Canada,
GL0002114,2024-12-04,6200,R&D,,CC200,Brown Ltd,3257.56,DR,SaaS US,Refund
GL0002115,2024-12-12,9999,Misc Expense,Finance,CC200,Cabrera Inc,-18572.59,cr,saas us,AWS hosting
GL0002116,2024-12-03,6300,G&A,Engineering,CC200,"Harrison, Ramos and Villegas",-14119.11,,saas us,Reclass
GL0002117,2024-12-06,6300,G&A,Sales,CC300,Schmidt-Levy,19971.24,DR,SaaS Canada,
GL0002118,2024-12-03,6300,General and Administrative,Engineering,CC400,Jensen-Bowers,-19456.79,CR,SaaS US,Reclass
GL0002119,2024-12-17,6200,Research and Development,Finance,CC100,"Harris, Vazquez and Lewis",24318.35,dr,SaaS US,AWS hosting
GL0002120,2024-12-08,5000,cost of service,Finance,CC400,Rivera Ltd,-8858.42,cr,SaaS Canada,Contractor costs
GL0002121,2024-12-04,6200,R&D,Sales,,"Robles, Giles and Davis",18802.62,dr,saas us,Refund
GL0002122,2024-12-07,5000,cost of service,,CC200,"Miranda, Harris and Smith",16517.88,DR,SaaS HoldCo,Payroll
GL0002123,2024-12-10,1010,Cash,,,Mckee Ltd,10545.8,DR,SaaS HoldCo,Refund
GL0002124,2024-12-17,6200,Research and Development,Marketing,CC300,Carpenter-Meyer,23757.81,DR,SaaS HoldCo,Refund
GL0002125,2024-12-18,6100,Sales and Marketing,Engineering,,Lopez-Murphy,-22857.5,CR,SaaS US,Software tools
GL0002126,2024-12-21,1010,Cash,Engineering,CC200,"Holland, Chapman and Ware",16302.71,,SaaS Canada,Payroll
GL0002127,2024-12-08,9999,Misc Expense,Operations,CC400,Jackson Inc,20287.97,dr,saas us,Refund
GL0002128,2024-12-18,1010,Cash,Operations,CC400,,5673.68,DR,SaaS HoldCo,Payroll
GL0002129,2024-12-24,6300,G&A,Operations,CC100,"Estes, Sutton and Johnson",8734.74,dr,SaaS HoldCo,
GL0002130,2024-12-17,6300,General and Administrative,,CC300,"Richards, Roberts and Hurley",13655.95,dr,saas us,Software tools
GL0002131,2024-12-02,5000,cost of service,,CC400,Garcia PLC,-13582.89,CR,SaaS US,Payroll
GL0002132,2024-12-15,5000,cost of service,,CC300,"Obrien, Evans and Hall",2893.89,dr,SaaS US,Contractor costs
GL0002133,2024-12-02,,cost of service,Finance,CC400,Hawkins-Dominguez,15421.0,DR,SaaS HoldCo,Software tools
GL0002134,2024-12-09,6300,G&A,Finance,CC400,Castro Inc,-3624.28,cr,SaaS Canada,Contractor costs
GL0002135,2024-12-27,6100,Sales and Marketing,Marketing,CC100,Peterson-Morgan,1495.4,DR,SaaS US,Google Ads
GL0002136,2024-12-03,,Misc Expense,Marketing,,Barnes-Harmon,10342.25,DR,SaaS US,Reclass
GL0002137,2024-12-01,6200,Research and Development,Finance,CC100,Whitaker LLC,14022.1,DR,SaaS US,AWS hosting
